Data_minute,Valor,Ticker
2024-11-27 00:00,"540.051,86",BTC-BRL
2024-11-27 00:01,"540.068,51",BTC-BRL
2024-11-27 00:02,"539.952,56",BTC-BRL
2024-11-27 00:03,"539.898,98",BTC-BRL
2024-11-27 00:04,"539.898,98",BTC-BRL
2024-11-27 00:05,"539.699,98",BTC-BRL
2024-11-27 00:06,"539.741,82",BTC-BRL
2024-11-27 00:07,"539.889,02",BTC-BRL
2024-11-27 00:08,"539.698,80",BTC-BRL
2024-11-27 00:09,"539.740,42",BTC-BRL
2024-11-27 00:10,"539.740,42",BTC-BRL
2024-11-27 00:11,"539.654,10",BTC-BRL
2024-11-27 00:12,"539.654,10",BTC-BRL
2024-11-27 00:13,"539.654,10",BTC-BRL
2024-11-27 00:15,"539.602,60",BTC-BRL
2024-11-27 00:16,"539.766,55",BTC-BRL
2024-11-27 00:17,"540.115,89",BTC-BRL
2024-11-27 00:18,"539.903,83",BTC-BRL
2024-11-27 00:19,"539.986,42",BTC-BRL
2024-11-27 00:20,"539.986,42",BTC-BRL
2024-11-27 00:21,"539.882,33",BTC-BRL
2024-11-27 00:22,"539.889,48",BTC-BRL
2024-11-27 00:23,"539.926,72",BTC-BRL
2024-11-27 00:24,"539.115,45",BTC-BRL
2024-11-27 00:25,"539.143,65",BTC-BRL
2024-11-27 00:26,"539.501,21",BTC-BRL
2024-11-27 00:27,"539.565,66",BTC-BRL
2024-11-27 00:28,"539.633,26",BTC-BRL
2024-11-27 00:29,"539.558,74",BTC-BRL
2024-11-27 00:30,"539.546,88",BTC-BRL
2024-11-27 00:31,"539.533,54",BTC-BRL
2024-11-27 00:32,"539.189,23",BTC-BRL
2024-11-27 00:33,"539.059,25",BTC-BRL
2024-11-27 00:34,"539.013,62",BTC-BRL
2024-11-27 00:35,"538.872,83",BTC-BRL
2024-11-27 00:37,"538.650,07",BTC-BRL
2024-11-27 00:38,"538.513,84",BTC-BRL
2024-11-27 00:39,"538.493,85",BTC-BRL
2024-11-27 00:40,"538.561,68",BTC-BRL
2024-11-27 00:41,"538.652,19",BTC-BRL
2024-11-27 00:42,"538.635,74",BTC-BRL
2024-11-27 00:43,"538.698,59",BTC-BRL
2024-11-27 00:44,"538.698,59",BTC-BRL
2024-11-27 00:45,"538.766,89",BTC-BRL
2024-11-27 00:46,"538.766,89",BTC-BRL
2024-11-27 00:47,"538.827,52",BTC-BRL
2024-11-27 00:48,"538.671,03",BTC-BRL
2024-11-27 00:49,"538.402,90",BTC-BRL
2024-11-27 00:50,"538.269,91",BTC-BRL
2024-11-27 00:51,"537.903,26",BTC-BRL
2024-11-27 00:52,"537.974,90",BTC-BRL
2024-11-27 00:53,"538.050,87",BTC-BRL
2024-11-27 00:55,"538.823,98",BTC-BRL
2024-11-27 00:56,"538.636,53",BTC-BRL
2024-11-27 00:57,"538.734,35",BTC-BRL
2024-11-27 00:58,"538.825,73",BTC-BRL
2024-11-27 00:59,"538.825,73",BTC-BRL
2024-11-27 01:00,"538.555,98",BTC-BRL
2024-11-27 01:01,"538.057,99",BTC-BRL
2024-11-27 01:02,"538.120,09",BTC-BRL
2024-11-27 01:03,"538.304,98",BTC-BRL
2024-11-27 01:04,"538.304,98",BTC-BRL
