Data_minute,Valor,Ticker
2024-11-26 16:06,"R$ 16,54",NVDC34
2024-11-26 16:08,"R$ 16,53",NVDC34
2024-11-26 16:09,"R$ 16,52",NVDC34
2024-11-26 16:11,"R$ 16,53",NVDC34
