Data_minute,Valor,Ticker
2024-11-14 11:21,"R$ 37,04",PETR4:BVMF
2024-11-14 11:21,"R$ 37,04",PETR4:BVMF
2024-11-14 11:22,"R$ 37,05",PETR4:BVMF
2024-11-14 11:23,"R$ 37,06",PETR4:BVMF
2024-11-14 11:24,"R$ 37,06",PETR4:BVMF
2024-11-14 11:25,"R$ 37,07",PETR4:BVMF
2024-11-14 11:25,"R$ 37,07",PETR4:BVMF
2024-11-14 11:26,"R$ 37,07",PETR4:BVMF
2024-11-14 11:27,"R$ 37,09",PETR4:BVMF
2024-11-14 11:28,"R$ 37,09",PETR4:BVMF
2024-11-14 11:29,"R$ 37,12",PETR4:BVMF
2024-11-14 11:31,"R$ 37,13",PETR4:BVMF
2024-11-14 11:32,"R$ 37,16",PETR4:BVMF
2024-11-14 11:33,"R$ 37,15",PETR4:BVMF
2024-11-14 11:34,"R$ 37,15",PETR4:BVMF
2024-11-14 11:35,"R$ 37,13",PETR4:BVMF
2024-11-14 11:36,"R$ 37,13",PETR4:BVMF
2024-11-14 11:37,"R$ 37,10",PETR4:BVMF
2024-11-14 11:38,"R$ 37,11",PETR4:BVMF
2024-11-14 11:39,"R$ 37,12",PETR4:BVMF
2024-11-14 11:41,"R$ 37,13",PETR4:BVMF
2024-11-14 11:42,"R$ 37,12",PETR4:BVMF
2024-11-14 11:43,"R$ 37,09",PETR4:BVMF
2024-11-14 11:44,"R$ 37,10",PETR4:BVMF
2024-11-14 11:45,"R$ 37,06",PETR4:BVMF
2024-11-14 11:46,"R$ 37,11",PETR4:BVMF
2024-11-14 11:47,"R$ 37,13",PETR4:BVMF
2024-11-14 11:48,"R$ 37,16",PETR4:BVMF
2024-11-14 11:50,"R$ 37,15",PETR4:BVMF
2024-11-14 11:51,"R$ 37,20",PETR4:BVMF
2024-11-14 11:51,"R$ 37,20",PETR4:BVMF
2024-11-14 11:52,"R$ 37,22",PETR4:BVMF
2024-11-14 11:53,"R$ 37,21",PETR4:BVMF
2024-11-14 11:54,"R$ 37,21",PETR4:BVMF
2024-11-14 11:56,"R$ 37,19",PETR4:BVMF
2024-11-14 11:57,"R$ 37,18",PETR4:BVMF
2024-11-14 11:58,"R$ 37,22",PETR4:BVMF
2024-11-14 11:59,"R$ 37,20",PETR4:BVMF
2024-11-14 12:00,"R$ 37,22",PETR4:BVMF
2024-11-14 12:01,"R$ 37,23",PETR4:BVMF
2024-11-14 12:02,"R$ 37,19",PETR4:BVMF
2024-11-14 12:03,"R$ 37,19",PETR4:BVMF
2024-11-14 12:04,"R$ 37,19",PETR4:BVMF
2024-11-14 12:06,"R$ 37,19",PETR4:BVMF
2024-11-14 12:06,"R$ 37,19",PETR4:BVMF
2024-11-14 12:07,"R$ 37,22",PETR4:BVMF
2024-11-14 12:08,"R$ 37,23",PETR4:BVMF
2024-11-14 12:09,"R$ 37,24",PETR4:BVMF
2024-11-14 12:10,"R$ 37,23",PETR4:BVMF
2024-11-14 12:12,"R$ 37,21",PETR4:BVMF
2024-11-14 12:12,"R$ 37,21",PETR4:BVMF
2024-11-14 12:13,"R$ 37,20",PETR4:BVMF
2024-11-14 12:13,"R$ 37,25",PETR4:BVMF
2024-11-14 12:15,"R$ 37,26",PETR4:BVMF
2024-11-14 12:16,"R$ 37,24",PETR4:BVMF
2024-11-14 12:17,"R$ 37,25",PETR4:BVMF
2024-11-14 12:17,"R$ 37,28",PETR4:BVMF
2024-11-14 12:18,"R$ 37,30",PETR4:BVMF
2024-11-14 12:19,"R$ 37,28",PETR4:BVMF
2024-11-14 12:20,"R$ 37,30",PETR4:BVMF
2024-11-14 12:22,"R$ 37,30",PETR4:BVMF
2024-11-14 12:23,"R$ 37,29",PETR4:BVMF
2024-11-14 12:24,"R$ 37,31",PETR4:BVMF
2024-11-14 12:25,"R$ 37,31",PETR4:BVMF
2024-11-14 12:26,"R$ 37,29",PETR4:BVMF
2024-11-14 12:27,"R$ 37,28",PETR4:BVMF
2024-11-14 12:28,"R$ 37,29",PETR4:BVMF
2024-11-14 12:29,"R$ 37,26",PETR4:BVMF
2024-11-14 12:31,"R$ 37,26",PETR4:BVMF
2024-11-14 12:32,"R$ 37,27",PETR4:BVMF
2024-11-14 12:33,"R$ 37,24",PETR4:BVMF
2024-11-14 12:34,"R$ 37,24",PETR4:BVMF
2024-11-14 12:35,"R$ 37,23",PETR4:BVMF
2024-11-14 12:36,"R$ 37,20",PETR4:BVMF
2024-11-14 12:37,"R$ 37,19",PETR4:BVMF
2024-11-14 12:38,"R$ 37,17",PETR4:BVMF
2024-11-14 12:39,"R$ 37,20",PETR4:BVMF
2024-11-14 12:40,"R$ 37,19",PETR4:BVMF
2024-11-14 12:42,"R$ 37,18",PETR4:BVMF
2024-11-14 12:43,"R$ 37,19",PETR4:BVMF
2024-11-14 12:44,"R$ 37,19",PETR4:BVMF
2024-11-14 12:45,"R$ 37,19",PETR4:BVMF
2024-11-14 12:46,"R$ 37,18",PETR4:BVMF
2024-11-14 12:47,"R$ 37,19",PETR4:BVMF
2024-11-14 12:48,"R$ 37,16",PETR4:BVMF
2024-11-14 12:49,"R$ 37,21",PETR4:BVMF
2024-11-14 12:50,"R$ 37,19",PETR4:BVMF
2024-11-14 12:52,"R$ 37,18",PETR4:BVMF
2024-11-14 12:53,"R$ 37,16",PETR4:BVMF
2024-11-14 12:54,"R$ 37,12",PETR4:BVMF
2024-11-14 12:55,"R$ 37,12",PETR4:BVMF
2024-11-14 12:56,"R$ 37,11",PETR4:BVMF
2024-11-14 12:57,"R$ 37,11",PETR4:BVMF
2024-11-14 12:58,"R$ 37,16",PETR4:BVMF
2024-11-14 12:59,"R$ 37,13",PETR4:BVMF
2024-11-14 13:00,"R$ 37,15",PETR4:BVMF
2024-11-14 13:02,"R$ 37,13",PETR4:BVMF
2024-11-14 13:03,"R$ 37,16",PETR4:BVMF
2024-11-14 13:04,"R$ 37,15",PETR4:BVMF
2024-11-14 13:05,"R$ 37,15",PETR4:BVMF
2024-11-14 13:06,"R$ 37,15",PETR4:BVMF
2024-11-14 13:07,"R$ 37,13",PETR4:BVMF
2024-11-14 13:08,"R$ 37,15",PETR4:BVMF
2024-11-14 13:09,"R$ 37,14",PETR4:BVMF
2024-11-14 13:11,"R$ 37,13",PETR4:BVMF
2024-11-14 13:12,"R$ 37,12",PETR4:BVMF
2024-11-14 13:13,"R$ 37,13",PETR4:BVMF
2024-11-14 13:14,"R$ 37,13",PETR4:BVMF
2024-11-14 13:15,"R$ 37,17",PETR4:BVMF
2024-11-14 13:16,"R$ 37,19",PETR4:BVMF
2024-11-14 13:17,"R$ 37,18",PETR4:BVMF
2024-11-14 13:19,"R$ 37,16",PETR4:BVMF
2024-11-14 13:20,"R$ 37,18",PETR4:BVMF
2024-11-14 13:21,"R$ 37,17",PETR4:BVMF
2024-11-14 13:22,"R$ 37,18",PETR4:BVMF
2024-11-14 13:23,"R$ 37,19",PETR4:BVMF
2024-11-14 13:24,"R$ 37,19",PETR4:BVMF
2024-11-14 13:25,"R$ 37,15",PETR4:BVMF
2024-11-14 13:26,"R$ 37,12",PETR4:BVMF
2024-11-14 13:27,"R$ 37,16",PETR4:BVMF
2024-11-14 13:29,"R$ 37,15",PETR4:BVMF
2024-11-14 13:30,"R$ 37,15",PETR4:BVMF
2024-11-14 13:31,"R$ 37,17",PETR4:BVMF
2024-11-14 13:32,"R$ 37,16",PETR4:BVMF
2024-11-14 13:33,"R$ 37,17",PETR4:BVMF
2024-11-14 13:34,"R$ 37,19",PETR4:BVMF
2024-11-14 13:35,"R$ 37,18",PETR4:BVMF
2024-11-14 13:36,"R$ 37,17",PETR4:BVMF
2024-11-14 13:58,"R$ 37,19",PETR4:BVMF
2024-11-14 13:58,"R$ 37,20",PETR4:BVMF
2024-11-14 14:00,"R$ 37,19",PETR4:BVMF
2024-11-14 14:01,"R$ 37,19",PETR4:BVMF
2024-11-14 14:02,"R$ 37,20",PETR4:BVMF
2024-11-14 14:04,"R$ 37,21",PETR4:BVMF
2024-11-14 14:05,"R$ 37,24",PETR4:BVMF
2024-11-14 14:06,"R$ 37,25",PETR4:BVMF
2024-11-14 14:07,"R$ 37,28",PETR4:BVMF
2024-11-14 14:08,"R$ 37,29",PETR4:BVMF
2024-11-14 14:09,"R$ 37,29",PETR4:BVMF
2024-11-14 14:11,"R$ 37,27",PETR4:BVMF
2024-11-14 14:12,"R$ 37,26",PETR4:BVMF
2024-11-14 14:13,"R$ 37,27",PETR4:BVMF
2024-11-14 14:14,"R$ 37,28",PETR4:BVMF
2024-11-14 14:15,"R$ 37,27",PETR4:BVMF
2024-11-14 14:16,"R$ 37,27",PETR4:BVMF
2024-11-14 14:17,"R$ 37,25",PETR4:BVMF
2024-11-14 14:19,"R$ 37,26",PETR4:BVMF
