Data_minute,Valor,Ticker
2024-11-14 10:15,"R$ 62,12",AMZO34:BVMF
2024-11-14 10:16,"R$ 62,48",AMZO34:BVMF
2024-11-14 10:17,"R$ 62,44",AMZO34:BVMF
2024-11-14 10:18,"R$ 62,45",AMZO34:BVMF
2024-11-14 10:19,"R$ 62,42",AMZO34:BVMF
2024-11-14 10:20,"R$ 62,46",AMZO34:BVMF
2024-11-14 10:21,"R$ 62,46",AMZO34:BVMF
2024-11-14 10:22,"R$ 62,43",AMZO34:BVMF
2024-11-14 10:23,"R$ 62,38",AMZO34:BVMF
2024-11-14 10:24,"R$ 62,32",AMZO34:BVMF
2024-11-14 10:26,"R$ 62,31",AMZO34:BVMF
2024-11-14 10:27,"R$ 62,31",AMZO34:BVMF
2024-11-14 10:28,"R$ 62,34",AMZO34:BVMF
2024-11-14 10:29,"R$ 62,34",AMZO34:BVMF
2024-11-14 10:30,"R$ 62,29",AMZO34:BVMF
2024-11-14 10:31,"R$ 62,36",AMZO34:BVMF
2024-11-14 10:32,"R$ 62,31",AMZO34:BVMF
2024-11-14 10:33,"R$ 62,33",AMZO34:BVMF
2024-11-14 10:34,"R$ 62,29",AMZO34:BVMF
2024-11-14 10:35,"R$ 62,29",AMZO34:BVMF
2024-11-14 10:35,"R$ 62,29",AMZO34:BVMF
2024-11-14 10:36,"R$ 62,31",AMZO34:BVMF
2024-11-14 10:37,"R$ 62,33",AMZO34:BVMF
2024-11-14 10:38,"R$ 62,35",AMZO34:BVMF
2024-11-14 10:39,"R$ 62,27",AMZO34:BVMF
2024-11-14 10:40,"R$ 62,27",AMZO34:BVMF
2024-11-14 10:41,"R$ 62,27",AMZO34:BVMF
2024-11-14 10:42,"R$ 62,28",AMZO34:BVMF
2024-11-14 10:43,"R$ 62,31",AMZO34:BVMF
2024-11-14 10:44,"R$ 62,31",AMZO34:BVMF
2024-11-14 10:46,"R$ 62,34",AMZO34:BVMF
2024-11-14 10:47,"R$ 62,26",AMZO34:BVMF
2024-11-14 10:47,"R$ 62,27",AMZO34:BVMF
2024-11-14 10:49,"R$ 62,29",AMZO34:BVMF
2024-11-14 10:49,"R$ 62,26",AMZO34:BVMF
2024-11-14 10:51,"R$ 62,19",AMZO34:BVMF
2024-11-14 10:52,"R$ 62,13",AMZO34:BVMF
2024-11-14 10:52,"R$ 62,10",AMZO34:BVMF
2024-11-14 10:54,"R$ 62,04",AMZO34:BVMF
2024-11-14 10:55,"R$ 62,12",AMZO34:BVMF
2024-11-14 10:55,"R$ 62,14",AMZO34:BVMF
2024-11-14 10:56,"R$ 62,24",AMZO34:BVMF
2024-11-14 10:57,"R$ 62,19",AMZO34:BVMF
2024-11-14 10:58,"R$ 62,19",AMZO34:BVMF
2024-11-14 10:59,"R$ 62,32",AMZO34:BVMF
2024-11-14 11:00,"R$ 62,32",AMZO34:BVMF
2024-11-14 11:01,"R$ 62,32",AMZO34:BVMF
2024-11-14 11:02,"R$ 62,25",AMZO34:BVMF
2024-11-14 11:03,"R$ 62,19",AMZO34:BVMF
2024-11-14 11:05,"R$ 62,19",AMZO34:BVMF
2024-11-14 11:06,"R$ 62,15",AMZO34:BVMF
2024-11-14 11:07,"R$ 62,10",AMZO34:BVMF
2024-11-14 11:08,"R$ 62,07",AMZO34:BVMF
2024-11-14 11:08,"R$ 62,06",AMZO34:BVMF
2024-11-14 11:10,"R$ 61,99",AMZO34:BVMF
2024-11-14 11:11,"R$ 62,06",AMZO34:BVMF
2024-11-14 11:12,"R$ 62,08",AMZO34:BVMF
2024-11-14 11:13,"R$ 62,05",AMZO34:BVMF
2024-11-14 11:13,"R$ 62,04",AMZO34:BVMF
2024-11-14 11:14,"R$ 62,05",AMZO34:BVMF
2024-11-14 11:15,"R$ 62,03",AMZO34:BVMF
2024-11-14 11:16,"R$ 62,02",AMZO34:BVMF
2024-11-14 11:17,"R$ 61,95",AMZO34:BVMF
2024-11-14 11:18,"R$ 62,02",AMZO34:BVMF
2024-11-14 11:18,"R$ 61,98",AMZO34:BVMF
2024-11-14 11:19,"R$ 61,98",AMZO34:BVMF
2024-11-14 11:20,"R$ 62,07",AMZO34:BVMF
2024-11-14 11:21,"R$ 62,08",AMZO34:BVMF
2024-11-14 11:21,"R$ 62,04",AMZO34:BVMF
2024-11-14 11:22,"R$ 62,08",AMZO34:BVMF
2024-11-14 11:23,"R$ 62,06",AMZO34:BVMF
2024-11-14 11:24,"R$ 62,09",AMZO34:BVMF
2024-11-14 11:25,"R$ 62,04",AMZO34:BVMF
2024-11-14 11:25,"R$ 61,99",AMZO34:BVMF
2024-11-14 11:26,"R$ 61,98",AMZO34:BVMF
2024-11-14 11:27,"R$ 62,02",AMZO34:BVMF
2024-11-14 11:28,"R$ 62,09",AMZO34:BVMF
2024-11-14 11:29,"R$ 62,02",AMZO34:BVMF
2024-11-14 11:31,"R$ 62,07",AMZO34:BVMF
2024-11-14 11:32,"R$ 62,09",AMZO34:BVMF
2024-11-14 11:33,"R$ 62,05",AMZO34:BVMF
2024-11-14 11:34,"R$ 62,02",AMZO34:BVMF
2024-11-14 11:35,"R$ 62,02",AMZO34:BVMF
2024-11-14 11:36,"R$ 62,03",AMZO34:BVMF
2024-11-14 11:37,"R$ 62,04",AMZO34:BVMF
2024-11-14 11:38,"R$ 61,97",AMZO34:BVMF
2024-11-14 11:39,"R$ 62,03",AMZO34:BVMF
2024-11-14 11:41,"R$ 61,97",AMZO34:BVMF
2024-11-14 11:42,"R$ 61,95",AMZO34:BVMF
2024-11-14 11:43,"R$ 61,90",AMZO34:BVMF
2024-11-14 11:44,"R$ 61,91",AMZO34:BVMF
2024-11-14 11:45,"R$ 61,99",AMZO34:BVMF
2024-11-14 11:46,"R$ 62,11",AMZO34:BVMF
2024-11-14 11:47,"R$ 62,16",AMZO34:BVMF
2024-11-14 11:48,"R$ 62,22",AMZO34:BVMF
2024-11-14 11:50,"R$ 62,31",AMZO34:BVMF
2024-11-14 11:51,"R$ 62,29",AMZO34:BVMF
2024-11-14 11:51,"R$ 62,29",AMZO34:BVMF
2024-11-14 11:52,"R$ 62,30",AMZO34:BVMF
2024-11-14 11:53,"R$ 62,14",AMZO34:BVMF
2024-11-14 11:54,"R$ 62,23",AMZO34:BVMF
2024-11-14 11:56,"R$ 62,16",AMZO34:BVMF
2024-11-14 11:57,"R$ 62,01",AMZO34:BVMF
2024-11-14 11:58,"R$ 61,85",AMZO34:BVMF
2024-11-14 11:59,"R$ 61,70",AMZO34:BVMF
2024-11-14 12:00,"R$ 61,67",AMZO34:BVMF
2024-11-14 12:01,"R$ 61,56",AMZO34:BVMF
2024-11-14 12:02,"R$ 61,59",AMZO34:BVMF
