Data_minute,Valor,Ticker
2024-11-21 10:00,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:01,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:02,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:03,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:04,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:05,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:06,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:07,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:08,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:09,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:10,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:11,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:12,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:13,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:14,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:15,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:16,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:17,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:18,"R$ 59,20",AMZO34:BVMF
2024-11-21 10:19,"R$ 59,38",AMZO34:BVMF
2024-11-21 10:20,"R$ 59,43",AMZO34:BVMF
2024-11-21 10:21,"R$ 59,34",AMZO34:BVMF
2024-11-21 10:22,"R$ 59,35",AMZO34:BVMF
2024-11-21 10:23,"R$ 59,36",AMZO34:BVMF
2024-11-21 10:24,"R$ 59,39",AMZO34:BVMF
2024-11-21 10:25,"R$ 59,35",AMZO34:BVMF
2024-11-21 10:26,"R$ 59,37",AMZO34:BVMF
2024-11-21 10:27,"R$ 59,43",AMZO34:BVMF
2024-11-21 10:28,"R$ 59,38",AMZO34:BVMF
2024-11-21 10:29,"R$ 59,42",AMZO34:BVMF
2024-11-21 10:30,"R$ 59,38",AMZO34:BVMF
2024-11-21 10:31,"R$ 59,33",AMZO34:BVMF
2024-11-21 10:32,"R$ 59,36",AMZO34:BVMF
2024-11-21 10:33,"R$ 59,37",AMZO34:BVMF
2024-11-21 10:34,"R$ 59,42",AMZO34:BVMF
2024-11-21 10:35,"R$ 59,44",AMZO34:BVMF
2024-11-21 10:36,"R$ 59,45",AMZO34:BVMF
2024-11-21 10:37,"R$ 59,49",AMZO34:BVMF
2024-11-21 10:38,"R$ 59,51",AMZO34:BVMF
2024-11-21 10:39,"R$ 59,51",AMZO34:BVMF
2024-11-21 10:40,"R$ 59,43",AMZO34:BVMF
2024-11-21 10:41,"R$ 59,43",AMZO34:BVMF
2024-11-21 10:42,"R$ 59,39",AMZO34:BVMF
2024-11-21 10:43,"R$ 59,39",AMZO34:BVMF
2024-11-21 10:44,"R$ 59,38",AMZO34:BVMF
2024-11-21 10:45,"R$ 59,34",AMZO34:BVMF
2024-11-21 10:46,"R$ 59,38",AMZO34:BVMF
2024-11-21 10:47,"R$ 59,41",AMZO34:BVMF
2024-11-21 10:48,"R$ 59,38",AMZO34:BVMF
2024-11-21 10:49,"R$ 59,39",AMZO34:BVMF
2024-11-21 10:50,"R$ 59,43",AMZO34:BVMF
2024-11-21 10:51,"R$ 59,45",AMZO34:BVMF
2024-11-21 10:52,"R$ 59,53",AMZO34:BVMF
2024-11-21 10:53,"R$ 59,58",AMZO34:BVMF
2024-11-21 10:54,"R$ 59,56",AMZO34:BVMF
2024-11-21 10:55,"R$ 59,60",AMZO34:BVMF
2024-11-21 10:56,"R$ 59,65",AMZO34:BVMF
2024-11-21 10:57,"R$ 59,69",AMZO34:BVMF
2024-11-21 10:58,"R$ 59,64",AMZO34:BVMF
2024-11-21 10:59,"R$ 59,62",AMZO34:BVMF
